gene,process,HCT116-21-3-c1,HCT116-21-3-c3,HCT116-5-4-p,HCT116-5-4,HCT116-8-3-c3,HCT116-8-3-c4,RPE-21-3-c-1-p,RPE-21-3-c1,RPE-21-3-c2,RPE-5-3-12-3-p,RPE-5-3-12-3,RPE1-5-3-12-3,RPEvsHCT116
PRDX5,ROS Defense,0.15754,-0.250831,,0.0425759,-0.094103,0.0779796,,-0.11847,0.563605,,,0.534038,
PRELID1,Apoptosis,0.0945802,-0.0506734,,0.81466,-0.0272062,-0.112522,,-0.104828,0.00575398,,,0.532966,
PRODH,Amino Acid Metabolism,0.530302,0.205549,,0.484242,0.102918,-0.459616,,,,,,,
PRODH2,Amino Acid Metabolism,,,,,,,,,,,,,
PSTK,Translation,0.0636566,0.284804,,0.607154,-0.154689,-0.152004,,0.302191,-0.155301,,,0.367107,
PTCD1,Translation,0.240565,0.16505,,-0.164517,0.00581479,-0.0807005,,-0.110939,0.435632,,,0.112926,
PTCD2,Electron Transport Chain,,,,,,,,,,,0.207707,,0.193112
PTCD3,Translation,0.213847,0.0299213,-0.027148,-0.39657,0.0667123,-0.135762,-0.811553,0.08445,-0.077309,0.1922,-0.04796,-0.04796,0.829398
PTPMT1,Metabolism of Lipids & Lipoproteins,0.187963,0.0514093,0.196602,-0.149009,0.133309,-0.0384768,0.88494,-0.0668366,-0.0238884,0.366485,-0.114197,-0.114197,-0.0207232
PTRH2,Translation,0.376114,0.109309,,-0.78982,-0.00876858,-0.0430861,,-0.0998514,0.311118,,,-0.109842,
PUS1,Translation,0.241334,-0.18445,0.178936,-0.797839,0.181228,-0.207111,-0.272262,-0.207405,0.0387797,0.776701,0.171703,0.171703,1.40573
PUS3,Replication & Transcription,,,,,,,,,,,0.597346,,0.0122132
PUSL1,Translation,0.0611606,0.0173332,,-0.52532,0.130795,-0.0828021,,-0.0991344,0.957662,,,-0.042671,
PYCR1,Amino Acid Metabolism,0.265205,0.0637332,,-0.838865,0.147416,0.0779427,,-0.0413698,0.312344,,,-1.0674,
PYCR2,Amino Acid Metabolism,-0.0346404,0.0175865,,-0.788198,0.0563704,0.0795812,,0.203998,0.438582,,,-0.0611224,
QARS,Translation,0.0812305,0.00403465,,-0.147212,-0.178253,-0.0295289,,-0.363431,0.324074,,,0.196101,
QDPR,Amino Acid Metabolism,0.266786,0.128436,,-0.40462,0.11526,0.00450095,,-0.168909,-0.605344,,,-0.0121041,
QRSL1,Translation,0.0490673,-0.11162,0.246869,0.0273326,-0.14247,-0.201298,,0.233665,-0.368877,,0.160611,0.160611,0.520857
QTRT1,Translation,0.212458,0.0755975,-0.35582,-0.410051,0.193386,0.0558962,,0.0199723,0.965103,,0.0941673,0.0941673,-0.420251
QTRTD1,Replication & Transcription,,,-0.388507,,,,,,,,-0.0842794,,1.42731
RAD51,Replication & Transcription,0.146866,0.012087,,0.241501,0.188639,0.0903738,,0.294372,-0.319259,,,-0.598613,
RARS,Translation,0.2827,0.131271,,1.12437,-0.0697322,-0.198968,,-0.0666849,-0.445159,,,0.775238,
RARS2,Translation,0.0163743,0.0301721,0.0130654,-0.0814324,-0.0898818,0.00913716,0.200681,-0.303626,-0.411565,0.0412242,-0.42749,-0.42749,-0.557332
RBFA,Translation,0.13783,-0.0417012,,-0.0983902,-0.307278,-0.205574,,-0.180115,-0.29392,,,0.0996303,
REXO2,Translation,0.329781,0.217923,,-0.281362,-0.0543983,-0.0365727,,0.135272,-0.0751818,,,0.365735,
RFK,Metabolism of Vitamins & Co-Factors,0.118876,-0.150989,,-0.457923,0.071105,-0.10512,,0.152225,-0.354512,,,-0.0245617,
RHOT1,Mitochondrial Signaling,0.0071235,-0.0990175,0.0541353,-0.187476,-0.0916213,-0.104106,0.317072,0.126476,-0.172668,0.36256,-0.107467,-0.107467,-0.0686043
RHOT2,Mitochondrial Signaling,-0.0980492,-0.0348602,0.160662,0.0864782,0.257607,0.0985849,0.230753,-0.0737313,0.504455,0.0508761,-0.199563,-0.199563,-0.83815
RMND1,Translation,0.442231,0.256211,,-0.327557,-0.36576,-0.463265,,0.152567,0.11989,,-0.0509768,-0.0509768,
RMRP,Replication & Transcription,,,,,,,,,,,0.850445,,-0.943672
RNASEH1,Replication & Transcription,,,,,,,,,,,-0.0227058,,-0.126138
RNASEL,Translation,,,,,,,,,,,1.12612,,0.466117
RNF185,Protein Stability & Degradation,0.0615334,0.0848726,,0.0350303,-0.0461534,-0.05579,,-0.0590314,0.0142406,,,-0.17832,
RNF5,Protein Stability & Degradation,0.0396571,-0.178788,,0.400405,-0.272098,0.0729398,,-0.130663,0.0368996,,,-0.0997781,
RNMTL1,Translation,0.235299,0.160096,,-0.520589,-0.209974,-0.147587,,-0.03285,-0.17926,,,0.241102,
ROMO1,ROS Defense,0.183783,0.115257,,-0.0729253,-0.312025,0.0391831,,0.215443,1.22817,,,0.306679,
RPS19,Translation,,,,,,,,,,,-0.101792,,
RPS6KB1,Apoptosis,0.0706231,-0.0978297,,-0.396175,-0.20864,-0.222124,,-0.103487,-0.393404,,,0.114025,
RPUSD2,Replication & Transcription,,,-0.561452,,,,,,,,-0.00778727,,1.22367
RPUSD4,Translation,0.172669,0.0383796,-0.73574,-0.616788,0.0917122,-0.0567425,,-0.238811,-0.19658,,0.988768,0.988768,0.833788
RRM2B,Replication & Transcription,,,0.11063,,,,1.74943,,,0.834227,0.0786839,,0.836135
RTN4IP1,Electron Transport Chain,0.181733,-0.0486289,,0.0637966,0.019807,0.0189787,,-0.0278871,-0.275644,,,-0.128164,
SAMM50,Import & Sorting,0.245193,0.224928,0.0671917,-0.0300361,-0.14762,-0.114498,-0.113167,-0.213499,-0.367791,0.380841,0.214171,0.214171,-0.199601
SARDH,Metabolism of Lipids & Lipoproteins,-0.00576023,-0.0377009,,0.0599918,-0.0728844,0.114733,,,,,,,
SARS,Translation,0.346958,0.10702,,0.00190965,-0.0144614,-0.000156769,,0.198859,0.0615144,,,-0.25413,
SARS2,Translation,0.0363481,0.0929748,0.158244,-0.0428174,0.0678104,0.0267438,-0.0837921,0.124256,0.239017,-0.0123542,0.499037,0.499037,1.10082
SBDS,Translation,,,,,,,,,,,-0.315684,,
SCCPDH,Amino Acid Metabolism,,,,,,,,,,,,,
SCLC25A10,ROS defense,,,-0.887888,,,,,,,,,,
SCLC25A11,ROS defense,,,-0.143963,,,,-0.0790197,,,0.226054,,,
SCO1,Electron Transport Chain,0.137168,0.0626901,0.270947,-0.0895402,0.141924,-0.1751,,-0.0597532,-0.169751,,-0.0830971,-0.0830971,0.283035
SCO2,Electron Transport Chain,0.0572945,0.0587849,-0.782509,0.16949,0.11888,0.080354,,0.00648271,0.544359,,0.0696912,0.0696912,
SCP2,Bile Acid Synthesis,-0.0214319,-0.0589568,,-0.0202125,-0.0951248,-3.69775e-05,,0.0580372,-0.297397,,,-0.135777,
SDHA,Electron Transport Chain,-0.0787843,-0.0613192,0.405666,0.866242,0.135907,0.100892,-0.598556,0.110757,-0.249478,0.362844,0.691999,0.691999,-0.136834
SDHAF1,Electron Transport Chain,,,,,,,,,,,-0.51483,,0.658774
SDHAF2,Electron Transport Chain,-0.0940532,-0.0327918,,-0.205133,0.107505,0.174392,0.571964,0.000731012,-0.16175,,0.137421,0.137421,0.164362
SDHAF3,Electron Transport Chain,,,,,,,,,,,,,
SDHAF4,Electron Transport Chain,,,,,,,,,,,,,
SDHB,Electron Transport Chain,0.17764,0.0908387,0.334339,0.0285434,-0.013821,-0.0592448,-0.708849,-0.0280295,-0.339151,0.261656,0.120024,0.120024,0.329046
SDHC,Electron Transport Chain,0.0748267,-0.0221646,0.425518,0.164973,-0.0585575,0.107199,-0.555325,-0.0660792,-0.239714,0.307389,-0.0233378,-0.0233378,-0.186697
SDHD,Electron Transport Chain,0.125168,0.00535696,0.175173,-0.340497,-0.178081,-0.256056,,-0.00514761,-0.645938,,0.719346,0.719346,0.468775
SELRC1,Electron Transport Chain,,,-1.4097,,,,,,,,-0.263744,,0.637167
SFXN1,Import & Sorting,-0.240954,-0.0405191,,1.11664,-0.157019,-0.236305,,-0.303043,-0.537866,,,0.380902,
SFXN2,Import & Sorting,0.411829,0.637827,,-0.772874,0.0881807,-0.497674,,-0.324961,-0.352212,,,-0.854461,
SFXN3,Import & Sorting,0.213994,0.109902,,0.246404,0.0451508,0.164796,,-0.119284,0.239625,,,-0.35738,
SFXN5,Import & Sorting,-0.295048,0.00472093,,0.677068,0.451561,0.113161,,0.290481,0.224067,,,0.72066,
SH3GLB1,Mitochondrial Dynamics,,,,,,,0.203137,,,0.170297,-0.171725,,-1.71537
SHC1,Mitochondrial Signaling,-0.244862,0.0168019,0.459851,0.937852,-0.112974,-0.056432,0.0410162,-0.0273066,0.318118,0.418099,0.220909,0.220909,-1.81981
SHMT1,Folate & Pterine Metabolism,-0.0830845,-0.0905998,,-0.151134,0.0978971,-0.0486688,,0.00545271,-0.274779,,,0.307269,
SHMT2,Folate & Pterine Metabolism,0.302459,0.099846,,-0.660359,-0.149256,-0.195892,,0.00862703,-0.754594,,,0.14599,
SIGMAR1,Calcium Signaling & Transport,,,-0.89425,,,,0.199686,,,0.135206,-0.422898,,-0.0361597
SIRT1,Mitochondrial Signaling,-0.049442,-0.00752547,,0.234548,-0.0349693,0.262254,,0.0674486,-0.319426,,,0.124805,
SIRT4,Mitochondrial Signaling,0.57189,0.179283,,-0.186972,-0.295235,0.0660726,,0.161143,-0.649043,,,0.0982558,
SLC22A4,Mitochondrial Carrier,,,,3.26027,,,,-0.0802004,0.179045,,,0.479529,
SLC24A6,Calcium Signaling & Transport,,,,,,,,,,,0.557423,,1.15403
SLC25A1,Mitochondrial Carrier,0.0347337,0.134915,-0.107793,-0.223313,0.198862,0.0346016,0.437858,-0.342602,0.718416,0.0406601,-0.404385,-0.404385,0.168232
SLC25A10,Mitochondrial Carrier,0.0173455,0.152998,,-0.722716,0.276015,0.191126,,-0.184468,0.436715,,,-0.104187,
SLC25A11,Mitochondrial Carrier,0.0540587,-0.00925588,,0.160768,0.105746,0.101689,,0.067284,0.335665,,,0.160283,
SLC25A12,Calcium Signaling & Transport,0.0188301,-0.166846,,-0.420544,-0.0868062,-0.185893,,0.000694199,-0.00414193,,,-0.356193,
SLC25A13,Calcium Signaling & Transport,0.353763,0.093281,,-0.838063,0.192709,0.344721,,0.0962148,-0.101249,,,-0.181964,
SLC25A14,Mitochondrial Carrier,-0.104541,0.0390842,,0.13044,-0.149855,0.065396,,-0.0800529,-0.361879,,,-0.257036,
SLC25A15,Mitochondrial Carrier,0.193987,0.0974718,,-0.074653,-0.0106926,-0.0716465,,0.24622,0.107566,,,-0.638035,
SLC25A16,Mitochondrial Carrier,0.0128853,0.109744,,0.403674,0.137019,0.0050031,,-0.139379,-0.114702,,,-0.0650181,
SLC25A18,Mitochondrial Carrier,,,,,,,,,,,,,
SLC25A19,Fatty Acid Biosynthesis and Elongation,0.317125,0.0217456,-1.22262,-1.45451,0.122031,-0.139411,,0.414208,0.0828239,,-0.443387,-0.443387,2.00178
SLC25A19,Mitochondrial Carrier,0.317125,0.0217456,-1.22262,-1.45451,0.122031,-0.139411,,0.414208,0.0828239,,-0.443387,-0.443387,2.00178
SLC25A2,Mitochondrial Carrier,,,,,,,,,,,,,
SLC25A20,Fatty Acid Metabolism,-0.249564,-0.0634386,0.500598,0.498705,-0.0130682,0.0408154,,0.318605,0.515128,0.188118,-0.567751,-0.567751,-0.0955475
SLC25A21,Mitochondrial Carrier,-0.228772,0.0032629,,0.154229,-0.19995,2.1044e-05,,,,,,1.66663,
SLC25A22,Mitochondrial Carrier,0.0664174,0.0235527,,-0.522415,0.391792,0.0513086,,0.020961,0.182372,,,-0.10503,
SLC25A23,Mitochondrial Carrier,0.259349,-0.270297,,-0.323609,-0.0806134,-0.194015,,-0.336265,0.584401,,,-0.717584,
SLC25A24,Mitochondrial Carrier,-0.0437073,0.00772185,,0.327054,0.0330666,0.29671,,0.406448,0.0277313,,,-0.0387098,
SLC25A25,Mitochondrial Carrier,0.146026,0.0965205,,-0.0968802,0.235604,0.185058,,0.0582716,0.439476,,,-0.277174,
SLC25A26,Mitochondrial Carrier,0.207328,-0.0939764,,-0.354206,-0.141606,-0.167785,,-0.105888,-0.287396,,,0.0293426,
SLC25A27,Mitochondrial Carrier,,,,,,,,,,,,,
SLC25A28,Fe-S cluster biosynthesis,-0.132059,0.0431257,,0.508342,0.211588,0.0166503,,0.198288,0.75286,,-0.120486,-0.120486,-0.199528
SLC25A29,Mitochondrial Carrier,-0.142995,0.126806,,0.605812,-0.130823,0.255739,,-0.347095,0.693658,,,-0.141204,
SLC25A3,Mitochondrial Carrier,,,0.0562607,,,,-0.0768328,,,0.92038,0.456268,,-0.147509
SLC25A30,Mitochondrial Carrier,0.00342203,0.162897,,0.300734,-0.108559,0.15697,,0.33059,-0.129788,,,0.211332,
SLC25A31,Mitochondrial Dynamics,,,,,,,,,,,,,
SLC25A32,Folate & Pterine Metabolism,0.175704,-0.0530724,,-0.474152,0.213403,0.0385727,,-0.228124,-0.530088,,,-0.251989,
SLC25A33,Mitochondrial Carrier,0.21641,-0.00856317,,-0.0149309,-0.127589,-0.236851,,-0.14753,-0.634828,,-0.150566,-0.150566,1.19869
SLC25A34,Mitochondrial Carrier,,,,,,,,,,,,,
SLC25A35,Mitochondrial Carrier,,,,,,,,,,,,,
SLC25A36,Mitochondrial Carrier,0.104858,-0.149397,,-0.42506,-0.0603106,-0.416656,,-0.216774,-0.433553,,,-0.199021,
SLC25A37,Fe-S cluster biosynthesis,0.178642,0.467405,,0.34273,0.620715,0.4618,,0.330055,0.794555,,0.756819,0.756819,-0.228375
SLC25A39,Mitochondrial Carrier,,,,,,,,,,,,,
SLC25A4,Mitochondrial Dynamics,,,0.131721,,,,0.380615,,,-0.0614305,-0.569481,,-1.16732
SLC25A40,Mitochondrial Carrier,,,,,,,,,,,,,
SLC25A41,Mitochondrial Carrier,0.220088,-0.426369,,-0.145402,0.659761,0.553103,,,,,,,
SLC25A42,Mitochondrial Carrier,-0.108052,-0.109344,,0.276802,0.566661,0.376413,,0.159517,0.666377,,,-0.105699,
SLC25A44,Mitochondrial Carrier,-0.231944,-0.106422,,0.821963,0.0571091,-0.0817156,,-0.12222,-0.0507155,,,-0.0807218,
SLC25A45,Mitochondrial Carrier,0.26903,0.0575557,,0.484665,-0.32537,-0.20053,,0.232221,0.662337,,,0.392746,
SLC25A46,Mitochondrial Dynamics,,,,,,,,,,,,,
SLC25A47,Mitochondrial Carrier,,,,,,,,,,,,,
SLC25A48,Mitochondrial Carrier,0.467185,-0.145559,,-0.191112,,,,,,,,,
SLC25A5,Mitochondrial Dynamics,,,-0.115644,,,,-0.195221,,,0.0634242,0.394947,,0.782119
SLC25A51,Mitochondrial Carrier,,,,,,,,,,,,,
SLC25A52,Mitochondrial Carrier,,,,,,,,,,,,,
SLC25A53,Mitochondrial Carrier,,,,,,,,,,,,,
SLC25A6,Mitochondrial Dynamics,,,0.0663992,,,,0.0459079,,,0.179711,,,
SLC27A1,Fatty Acid Degradation and Beta-oxidation,,,0.86671,,,,0.79036,,,0.168561,-0.495083,,0.00326611
SLC27A2,Fatty Acid Degradation and Beta-oxidation,,,-0.111835,,,,,,,,,,
SLC27A3,Fatty Acid Degradation and Beta-oxidation,,,,,,,,,,,1.35856,,2.74074
SLC27A4,Fatty Acid Degradation and Beta-oxidation,,,-0.403981,,,,0.191063,,,0.0997417,-0.317371,,0.0840746
SLC27A5,Fatty Acid Degradation and Beta-oxidation,,,,,,,,,,,0.0175219,,0.370448
SLC27A6,Fatty Acid Degradation and Beta-oxidation,,,1.50248,,,,,,,,,,
SLC29A1,Replication & Transcription,,,-0.742603,,,,,,,,-0.0448596,,-1.10832
SLC2A1,Glycolysis,,,1.47548,,,,0.218061,,,-0.341644,-0.490555,,-1.64413
SLC2A2,Glycolysis,,,,,,,,,,,,,
SLC2A3,Glycolysis,,,,,,,,,,,0.494115,,-2.35325
SLC2A4,Glycolysis,,,,,,,,,,,,,
SLC2A5,Glycolysis,,,,,,,,,,,-2.09595,,-5.2488
SLC3A1,Mitochondrial Carrier,,,,,,,,,,,,,
SLC44A1,Mitochondrial Carrier,-0.182582,-0.274106,,-0.367689,-0.0545585,-0.0850077,,-0.238901,-0.849093,,,-0.211783,
SLIRP,Translation,0.356293,0.131367,,-0.456918,-0.0324954,-0.123558,,-0.0250005,0.382514,,,0.383124,
SLMO1,Metabolism of Lipids & Lipoproteins,0.0898415,-0.0792471,,-0.781498,0.0207785,-0.390725,,-0.0912641,0.0461529,,,-0.537277,
SLMO2,Metabolism of Lipids & Lipoproteins,0.195763,0.0572297,,0.00831803,-0.00543075,-0.00209472,,-0.146584,-0.12235,,,0.0444667,
SOD1,ROS defense,,,0.146655,,,,1.21806,,,0.221388,0.121136,,0.648418
SOD2,ROS Defense,0.0162902,-0.0673371,-0.103057,-0.0916816,0.0392386,-0.0824294,-0.0366087,-0.608158,0.0530121,0.00663717,0.0331561,0.0331561,-0.157629
SORD,Fructose Metabolism,0.345319,-0.174775,,-1.45928,-0.0221351,-0.179183,,-0.180992,-0.404715,,,0.179227,
SPG7,Mitochondrial Dynamics,-0.0921318,0.102397,0.0347995,0.235775,0.0636695,0.0609436,0.100629,0.0722837,0.248255,0.212601,-0.175736,-0.175736,-0.324784
SQRDL,Amino Acid Metabolism,0.239445,0.158581,,0.634728,0.0476397,0.183964,,0.0385921,0.0878063,,,0.713177,
SQSTM1,Mitochondrial Dynamics,,,,,,,0.148049,,,0.925495,0.984922,,-0.96713
SRC,Mitochondrial Signaling,-0.291108,-0.00965334,,-0.293874,0.0648162,0.15868,,-0.361189,0.363464,,,-0.804072,
SSBP1,Replication & Transcription,0.340641,0.204161,,-0.281712,-0.170017,-0.178453,,-0.0949957,-0.355141,,0.131008,0.131008,-0.032067
STAR,Bile Acid Synthesis,,,,,,,,,,,,3.06664,
STOML2,Calcium Signaling & Transport,0.189751,0.00962136,-0.584231,-0.472654,0.103247,-0.0421403,-0.406972,-0.296554,-0.44277,-0.18574,0.0717969,0.0717969,0.788475
SUCLA2,Tricarboxylic Acid Cycle,-0.0473681,0.0139738,0.302056,0.245773,-0.0419365,0.0936671,-0.50518,0.0177858,-0.398795,-0.121546,-0.120392,-0.120392,-0.579819
SUCLG1,Tricarboxylic Acid Cycle,,,0.210406,,,,-0.228111,,,0.294933,0.107027,,-0.241481
SUCLG2,Tricarboxylic Acid Cycle,0.248194,-0.0318082,-0.1677,-0.286079,0.186701,-0.0901653,0.0754592,-0.152735,-0.529781,0.508773,0.190398,0.190398,-0.563523
SUOX,Amino Acid Metabolism,0.0889427,0.0230716,,-0.160443,-0.10623,-0.051438,,0.0372565,-0.516345,,,0.837481,
SUPV3L1,Replication & Transcription,0.160963,0.00561661,,-0.251645,-0.0754759,-0.0793767,,0.107095,-0.333772,,,-0.171954,
SURF1,Electron Transport Chain,0.10072,-0.00633926,0.668931,0.0388838,-0.133036,-0.0836868,,-0.105612,0.117839,,0.258166,0.258166,0.792391
SYBU,Mitochondrial Dynamics,,,-0.16469,,,,,,,,-1.24732,,3.27509
TACO1,Translation,0.0435983,0.0323499,0.156116,-0.653515,0.0251456,0.0722674,-0.278104,0.0688723,0.0606022,0.0290285,0.115405,0.115405,0.44211
TAMM41,Import & Sorting,0.0649294,0.0747065,,-0.146455,-0.16748,-0.0698032,,0.302256,0.158621,,,0.367033,
TARS2,Translation,0.279407,0.0907958,-0.0640575,-0.352692,-0.0472649,-0.198218,-0.563158,-0.10373,-0.431071,0.3907,0.0517959,0.0517959,-0.354156
TAZ,Cardiolipin Biosynthesis,-0.0142381,-0.0470101,,0.42145,0.396306,0.166136,,0.18492,0.59229,,-0.0945107,-0.0945107,-0.566082
TBRG4,Electron Transport Chain,,,,,,,,,,,,,
TCAIM,Mitochondrial Dynamics,,,,,,,,,,,,,
TCHP,Calcium Signaling & Transport,,,,,,,,,,,0.705986,,-0.303962
TEFM,Replication & Transcription,0.132753,-0.077461,,0.00989019,0.0947276,-0.213403,,0.0201422,-0.40133,,,0.0660148,
TERT,Replication & Transcription,,,,,,,,,,,1.1791,,-1.17306
TFAM,Replication & Transcription,0.0734311,-0.0993218,-0.48346,-0.694638,-0.109355,-0.317147,-0.200253,-0.12576,-0.883613,0.453874,0.145598,0.145598,0.589494
TFB1M,Electron Transport Chain,0.333642,0.144086,-0.341336,0.176432,-0.0934789,-0.158705,0.37443,-0.126317,-0.285841,0.434585,0.0235369,0.0235369,0.404922
TFB1M,Replication & Transcription,0.333642,0.144086,-0.341336,0.176432,-0.0934789,-0.158705,0.37443,-0.126317,-0.285841,0.434585,0.0235369,0.0235369,0.404922
TFB2M,Replication & Transcription,0.255752,0.0314615,-0.383624,-0.421792,-0.0674629,-0.211399,-0.188907,-0.48822,-0.616311,0.35655,-0.0023376,-0.0023376,0.679151
THG1L,Translation,0.171486,-0.00633271,,-0.580419,-0.0890058,-0.196428,,-0.0280245,-0.287425,,,1.18532,
TIMM10,Import & Sorting,0.250577,0.134041,-0.951725,-0.123823,0.123794,0.0894558,-0.117429,-0.259619,-0.174938,0.258546,0.25109,0.25109,-0.163654
TIMM13,Import & Sorting,0.248534,0.256414,-0.819318,-0.549409,-0.0782943,-0.0769577,0.307359,-0.013954,0.355972,0.271792,-0.256682,-0.256682,-0.240749
TIMM17A,Import & Sorting,0.113235,0.104832,,-0.00442199,-0.159295,-0.0646197,0.237387,-0.0680758,-0.0669238,-0.125122,-0.389924,-0.389924,-0.168439
TIMM17B,Import & Sorting,-0.195744,0.0398209,,2.10954,-0.192085,0.0850631,0.561366,0.0812187,0.501931,,0.108233,0.108233,-1.89775
TIMM21,Import & Sorting,0.139759,0.0329561,0.0425364,0.0923449,-0.0544707,-0.370097,-0.143132,-0.148256,-0.634146,0.228655,-0.186621,-0.186621,0.00153155
TIMM22,Import & Sorting,0.150276,0.113946,,-0.362817,-0.0114458,0.0403565,,0.118346,0.0040673,,-0.0796559,-0.0796559,-0.0768942
TIMM23,Import & Sorting,0.195759,0.209215,,-0.15519,-0.036425,-0.0736947,,-0.00347893,-0.115656,,-0.160887,-0.160887,-0.228996
TIMM29,Import & Sorting,,,,,,,,,,,,,
TIMM44,Import & Sorting,0.316038,0.136595,-0.0627913,-0.152423,0.223305,-0.0687403,0.0652495,0.0870336,0.680413,0.251539,-0.0170647,-0.0170647,0.544254
TIMM50,Import & Sorting,,,0.0865121,,,,0.0327281,,,0.0811253,0.00279613,,0.00751221
TIMM8A,Import & Sorting,0.231231,0.119,-0.48754,-0.551541,-0.140686,-0.233852,0.421399,0.289189,0.239872,0.136299,-0.385306,-0.385306,0.36802
TIMM8B,Import & Sorting,0.259214,0.339361,,-0.516784,-0.106069,-0.0756463,0.352584,-0.0881055,0.274924,,0.200522,0.200522,-0.432057
TIMM9,Import & Sorting,0.317688,-0.0898955,-0.549726,-0.670866,-0.136637,-0.328126,0.182409,-0.197334,-0.226037,0.136188,-0.0649766,-0.0649766,-0.402423
TIMMDC1,Import & Sorting,0.230472,0.0853249,,-0.337152,-0.0318808,0.0232981,,-0.0382889,-0.181689,,,-0.0672034,
TK2,Replication & Transcription,-0.187519,-0.12133,0.0896338,0.558836,-0.162238,0.0134603,,0.0607772,0.0805164,,-0.0343752,-0.0343752,-1.53086
TMEM11,Mitochondrial Dynamics,-0.0321125,0.0450676,,-0.118847,-0.0570989,-0.0327007,,0.117415,0.200338,,,0.00760408,
TMEM126B,Electron Transport Chain,,,,,,,,,,,0.580561,,0.0589447
TMEM173,Apoptosis,0.284655,0.271089,,0.516708,-0.742336,-0.229717,,0.498232,1.05859,,,0.691494,
TMEM186,Electron Transport Chain,0.371025,0.0205495,,-0.50159,-0.208135,-0.22986,,-0.157598,0.119327,,,-0.0316015,
TMEM65,Calcium Signaling & Transport,0.0412952,0.0307433,,0.324616,-0.211185,-0.378177,,-0.251906,-0.869883,,,-0.38816,
TMEM70,Electron Transport Chain,-0.0431237,-0.0753629,0.156008,-0.171732,0.381449,0.281036,,0.0265394,-0.636303,,0.271579,0.271579,1.169
TOMM20,Import & Sorting,,,,,,,,,,,-0.00897735,,0.305273
TOMM20L,Import & Sorting,,,,,,,,,,,,,
TOMM22,Import & Sorting,0.186431,0.130254,-0.287704,-0.175695,-0.0861896,-0.17632,0.124188,-0.267064,-0.280847,0.562879,0.328893,0.328893,0.276485
TOMM34,Import & Sorting,0.269471,0.174049,,-0.442505,0.10327,-0.0660656,,-0.0632934,-0.41789,,,0.249373,
TOMM40,Import & Sorting,0.200464,0.145724,-0.238204,-0.0621676,0.294136,0.0904036,-0.00776948,0.0931315,0.303292,0.56672,0.0313628,0.0313628,0.7905
TOMM40L,Import & Sorting,0.273475,0.288582,,-0.689863,0.0140775,0.0996469,,-0.138162,0.0286142,,-0.607843,-0.607843,-0.554749
TOMM5,Import & Sorting,,,,,,,,,,,-0.0468784,,0.541358
TOMM6,Import & Sorting,,,,,,,0.0881765,,,0.624748,0.244283,,0.498008
TOMM7,Import & Sorting,0.383298,0.153114,,-0.0780886,-0.272419,-0.319117,,-0.217845,-0.185411,,-0.0483509,-0.0483509,-0.726581
TOMM70A,Import & Sorting,0.171053,0.0750525,-0.35936,-0.271727,-0.0167547,-0.0746865,-0.104739,-0.105173,-0.321374,0.163187,-0.0436682,-0.0436682,0.243299
TOP1MT,Replication & Transcription,0.244489,-0.0947679,,-0.249473,-0.164523,0.570922,,-0.332622,0.217695,,0.242186,0.242186,2.07384
TOP3A,Replication & Transcription,-0.154804,-0.181177,,-0.0753527,-0.0193817,-0.0731734,,-0.199037,0.00182846,,-0.0651465,-0.0651465,0.689948
TP53,Apoptosis,,,,,,,,,,,-0.249886,,0.272149
TPI1,Glycolysis,0.0795404,0.0356475,0.190931,-0.0304817,0.0948481,0.0442381,0.00132796,-0.763134,-0.552961,0.710166,0.149597,0.149597,-0.71021
TRAK1,Mitochondrial Dynamics,0.0560304,-0.0334219,,-0.516196,-0.064313,0.116074,,0.33714,0.449896,,-0.168276,-0.168276,-0.70375
TRAK2,Mitochondrial Dynamics,-0.141866,0.0666032,,0.285029,-0.0498014,0.159592,,-0.0596571,-0.194066,,-0.573874,-0.573874,-1.10661
TRAP1,Apoptosis,0.307146,-0.0220127,-0.285231,-0.742496,0.0903203,-0.236927,-0.190046,-0.116955,-0.211152,0.396859,0.248089,0.248089,1.546
TRIAP1,Apoptosis,,,,,,,,,,,,,
TRIT1,Translation,0.113955,-0.00189155,-0.154297,-0.572781,-0.124333,-0.187566,,-0.371372,0.193305,,-0.65391,-0.65391,0.135164
TRMT1,Replication & Transcription,,,-0.7434,,,,0.174727,,,0.367974,0.100831,,1.00985
TRMT10C,Translation,,,,,,,,,,,,,
TRMT11,Replication & Transcription,,,,,,,0.0891386,,,0.39369,-0.560542,,-0.0533681
TRMT112,Replication & Transcription,,,,,,,-0.0740944,,,0.0525208,0.831421,,0.360626
TRMT2B,Replication & Transcription,,,,,,,,,,,0.129625,,-0.880101
TRMT5,Translation,0.216826,0.0363977,-0.441752,-0.188531,-0.154163,-0.293007,-0.184598,0.146679,-0.120411,0.0152138,0.145416,0.145416,0.261842
TRMT6,Replication & Transcription,,,-0.378926,,,,-0.523863,,,-0.0434844,0.181005,,0.109245
TRMT61B,Replication & Transcription,,,,,,,,,,,-0.102699,,0.073712
TRMU,Translation,-0.17563,-0.189709,0.0634319,-0.1962,-0.17795,-0.0593015,,-0.0452867,0.23916,,0.0736335,0.0736335,0.380625
TRNT1,Translation,0.215733,0.138977,0.126312,0.0506189,-0.00517339,-0.260001,0.248708,-0.11284,-0.4959,0.496448,0.0322828,0.0322828,0.200743
TRUB2,Replication & Transcription,,,,,,,,,,,0.117445,,0.330936
